,"Country, State",Lat,Long_,Incidence_Rate,Case-Fatality_Ratio,Confirmed,Deaths,Recovered,Active,Country
499,"Russia, Kursk Oblast",51.6568453,36.4852695,344.2317641900332,0.5209690023443605,3839,20,2103,1716,Russia
500,"Russia, Leningrad Oblast",60.185329599999996,32.3925325,190.09645961883675,0.6670533642691415,3448,23,2578,847,Russia
501,"Russia, Lipetsk Oblast",52.693517799999995,39.112266399999996,250.2171359614537,0.3127171646977067,2878,9,1210,1659,Russia
502,"Russia, Magadan Oblast",62.48858785,153.9903764,299.81053639713787,0.925925925925926,432,4,220,208,Russia
503,"Russia, Mari El Republic",56.576750399999995,47.881751200000004,334.5873642341789,0.7446342531756461,2283,17,2026,240,Russia
504,"Russia, Mordovia Republic",54.4419829,44.466114399999995,308.05310438031637,0.8064516129032258,2480,20,1327,1133,Russia
505,"Russia, Moscow",55.7504461,37.6174943,1622.6403809612757,1.5704535935151651,202935,3187,118024,81724,Russia
506,"Russia, Moscow Oblast",55.50431579999999,38.0353929,638.5251456509295,1.3900774352445158,47911,666,14955,32290,Russia
507,"Russia, Murmansk Oblast",68.00004179999999,33.9999151,506.6637294856262,0.18334206390780514,3818,7,2663,1148,Russia
508,"Russia, Nenets Autonomous Okrug",68.27557185,57.1686375,184.1034615996545,0.0,81,0,32,49,Russia
509,"Russia, Nizhny Novgorod Oblast",55.47180329999999,44.091159399999995,419.25934352927214,1.1723934522931723,13562,159,6580,6823,Russia
510,"Russia, North Ossetia - Alania Republic",42.79336110000001,44.6324493,495.4650060917828,1.6681046879493815,3477,58,3186,233,Russia
511,"Russia, Novgorod Oblast",58.2843833,32.516975699999996,315.4288050969865,0.6272869837950863,1913,12,472,1429,Russia
512,"Russia, Novosibirsk Oblast",54.9720169,79.48139240000002,145.9024852188125,1.228803145736053,4069,50,1907,2112,Russia
513,"Russia, Omsk Oblast",56.09352629999999,73.5099936,105.25075239237562,1.1148812409112945,2063,23,1189,851,Russia
514,"Russia, Orel Oblast",52.96854329999999,36.0692477,453.932903042769,1.0318396226415094,3392,35,1655,1702,Russia
515,"Russia, Orenburg Oblast",52.02692620000001,54.7276647,133.63873551362178,0.4161937192584185,2643,11,1872,760,Russia
516,"Russia, Penza Oblast",53.1655415,44.78791810000001,265.4591467009098,0.7920792079207921,3535,28,2823,684,Russia
517,"Russia, Perm Krai",58.5951603,56.3159546,95.53501514607404,1.5163607342378291,2506,38,1689,779,Russia
518,"Russia, Primorsky Krai",45.0819456,134.726645,141.24138738560728,0.9622501850481124,2702,26,1634,1042,Russia
519,"Russia, Pskov Oblast",57.535872899999994,28.8586826,241.14518039544672,1.0423452768729642,1535,16,506,1013,Russia
520,"Russia, Rostov Oblast",47.6222451,40.7957942,169.46052223790247,0.8948545861297539,7152,64,2831,4257,Russia
521,"Russia, Ryazan Oblast",54.42267320000001,40.57052460000001,387.4365344180962,0.2531645569620253,4345,11,2007,2327,Russia
522,"Russia, Saint Petersburg",59.960673899999996,30.158655100000004,374.5000639955455,2.7989821882951653,20043,561,9276,10206,Russia
523,"Russia, Sakha (Yakutiya) Republic",66.941626,129.642371,300.51953169558135,0.6901311249137336,2898,20,1751,1127,Russia
524,"Russia, Sakhalin Oblast",49.7219665,143.448533,62.22191394607298,0.0,305,0,71,234,Russia
525,"Russia, Samara Oblast",53.2128813,50.8914633,111.10018618988363,1.1273957158962795,3548,40,1741,1767,Russia
526,"Russia, Saratov Oblast",51.652055499999996,46.86319520000001,177.1046915284517,0.848234754699679,4362,37,1980,2345,Russia
527,"Russia, Smolensk Oblast",55.03434960000001,33.0192065,380.1556436628086,1.3022998060404545,3609,47,1394,2168,Russia
528,"Russia, Stavropol Krai",44.86325770000001,43.4406913,125.29126917306334,1.9093758905671128,3509,67,1846,1596,Russia
529,"Russia, Sverdlovsk Oblast",58.6414755,61.802154599999994,204.05728585776197,0.5438477226376615,8826,48,3912,4866,Russia
530,"Russia, Tambov Oblast",52.9019574,41.3578918,364.7615214328839,0.26525198938992045,3770,10,1788,1972,Russia
531,"Russia, Tatarstan Republic",55.7648572,52.43104273,98.1695223049988,0.26157467957101754,3823,10,3611,202,Russia
532,"Russia, Tomsk Oblast",58.6124279,82.04753149999998,108.22791853692918,0.9425878320479862,1167,11,564,592,Russia
533,"Russia, Tula Oblast",53.9570701,37.369090899999996,345.0067198219666,1.088012434427822,5147,56,3170,1921,Russia
534,"Russia, Tver Oblast",57.1134475,35.174442799999994,193.78863797275898,2.009646302250804,2488,50,1611,827,Russia
535,"Russia, Tyumen Oblast",58.8206488,70.36588370000001,56.03401581627126,0.6283228612856452,2069,13,1222,834,Russia
536,"Russia, Tyva Republic",51.401714899999995,93.8582593,684.7526746694351,0.09078529278256922,2203,2,373,1828,Russia
537,"Russia, Udmurt Republic",57.1961165,52.69598320000001,69.59480358799877,1.1396011396011396,1053,12,551,490,Russia
538,"Russia, Ulyanovsk Oblast",54.146317700000004,47.2324921,291.42848891962086,0.495458298926507,3633,18,1255,2360,Russia
539,"Russia, Vladimir Oblast",56.0503336,40.656163299999996,245.9485597499015,1.297935103244838,3390,44,1667,1679,Russia
540,"Russia, Volgograd Oblast",49.604833899999996,44.29035820000001,176.89455656580242,0.5605381165919282,4460,25,1732,2703,Russia
541,"Russia, Vologda Oblast",60.0391461,43.1215213,103.7657358911318,1.0647010647010646,1221,13,693,515,Russia
542,"Russia, Voronezh Oblast",50.9800393,40.15065070000001,171.09669855786862,0.5259203606311045,3993,21,1944,2028,Russia
543,"Russia, Yamalo-Nenets Autonomous Okrug",67.1471631,74.3415488,573.0233387243825,0.4860661049902787,3086,15,1487,1584,Russia
544,"Russia, Yaroslavl Oblast",57.77819760000001,39.002109499999996,313.11132952616924,0.4037345445369669,3963,16,1639,2308,Russia
545,"Russia, Zabaykalsky Krai",52.248521000000004,115.956325,171.6060499288781,2.1727322107550244,1841,40,1076,725,Russia
546,Rwanda,-1.9403,29.8739,3.9375522739016953,0.392156862745098,510,2,321,187,Rwanda
547,Saint Kitts and Nevis,17.357822,-62.782998,28.19972928259889,0.0,15,0,15,0,Saint Kitts and Nevis
548,Saint Lucia,13.9094,-60.9789,10.346949555898034,0.0,19,0,18,1,Saint Lucia
549,Saint Vincent and the Grenadines,12.9843,-61.2872,24.335944189567996,0.0,27,0,25,2,Saint Vincent and the Grenadines
550,San Marino,43.9424,12.4578,2044.9054157581472,6.051873198847263,694,42,520,132,San Marino
551,Sao Tome and Principe,0.18636,6.613081,291.56647396206444,1.8779342723004693,639,12,156,471,Sao Tome and Principe
552,Saudi Arabia,23.885942,45.079162,344.5236347918489,0.7445265211518901,119942,893,81029,38020,Saudi Arabia
553,Senegal,14.4974,-14.4524,28.97169302547252,1.1544011544011543,4851,56,3100,1695,Senegal
554,Serbia,44.0165,21.0059,139.34399023962592,2.0698151950718686,12175,252,11411,512,Serbia
555,Seychelles,-4.6796,55.492,11.185682326621924,0.0,11,0,11,0,Seychelles
556,Sierra Leone,8.460555000000001,-11.779889,13.827279354292381,4.623753399818677,1103,51,648,404,Sierra Leone
557,Singapore,1.2833,103.8333,681.1566432942477,0.06273525721455459,39850,25,28040,11785,Singapore
558,Slovakia,48.669,19.699,28.24360493900425,1.8158236057068744,1542,28,1409,105,Slovakia
559,Slovenia,46.1512,14.9955,71.67141590008715,7.315436241610738,1490,109,1359,22,Slovenia
560,Somalia,5.152149,46.199616,15.811774820443866,3.382411460405889,2513,85,532,1896,Somalia
561,South Africa,-30.5595,22.9375,104.41471561755958,2.1864453307927074,61927,1354,35006,25567,South Africa
562,South Sudan,6.877000000000002,31.307,14.919067631528332,1.4371257485029942,1670,24,48,1598,South Sudan
563,"Spain, Andalusia",37.5443,-4.7278,152.05155086292876,10.956766037146869,12814,1404,10671,739,Spain
564,"Spain, Aragon",41.5976,-0.9057,441.69785231707743,14.16080918909652,5833,826,3772,1235,Spain
565,"Spain, Asturias",43.3614,-5.8593,238.21053506879738,12.895277207392196,2435,314,1063,1058,Spain
566,"Spain, Baleares",39.710358,2.995148,180.60628503139148,9.739049394221807,2146,209,1533,404,Spain
567,"Spain, C. Valenciana",39.484,-0.7533,228.92604958945472,11.69549565370094,11389,1332,9970,87,Spain
568,"Spain, Canarias",28.2916,-16.6291,107.57165817587651,6.360572872788542,2374,151,1537,686,Spain
569,"Spain, Cantabria",43.1828,-3.9878,400.0749603277623,8.680704770090244,2327,202,2287,-162,Spain
570,"Spain, Castilla - La Mancha",39.2796,-3.0977,871.7971651357798,16.600901916572713,17740,2945,6392,8403,Spain
571,"Spain, Castilla y Leon",41.8357,-4.3976,801.4177651757899,9.991708126036484,19296,1928,8716,8652,Spain
572,"Spain, Catalonia",41.5912,1.5209,787.5972172349158,9.375262195224273,59593,5587,26203,27803,Spain
573,"Spain, Ceuta",35.8894,-5.3213,192.15126902356502,2.4539877300613497,163,4,163,-4,Spain
574,"Spain, Extremadura",39.4937,-6.0679,280.0762888765412,17.024128686327078,2984,508,2652,-176,Spain
575,"Spain, Galicia",42.5751,-8.1339,339.09276299685865,6.650649776127553,9157,609,9204,-656,Spain
576,"Spain, La Rioja",42.2871,-2.5396,1296.6760319034606,8.903098868666994,4066,362,3107,597,Spain
577,"Spain, Madrid",40.4168,-3.7038,1057.4331766102064,12.374877190984039,70231,8691,40736,20804,Spain
578,"Spain, Melilla",35.2923,-2.9381,144.05648903635654,1.639344262295082,122,2,125,-5,Spain
579,"Spain, Murcia",37.9922,-1.1307,109.43338645916448,9.090909090909092,1628,148,2180,-700,Spain
580,"Spain, Navarra",42.6954,-1.6761,816.6832321454398,9.231348907309721,5308,490,3905,913,Spain
581,"Spain, Pais Vasco",42.9896,-2.6189,624.5982331441585,10.468279056090568,13603,1424,16160,-3981,Spain
582,"Spain, Unknown",,,,,0,0,0,0,Spain
583,Sri Lanka,7.873054,80.77179699999998,8.779610755023175,0.5851063829787234,1880,11,1196,673,Sri Lanka
584,Sudan,12.8628,30.2176,15.687832789185151,6.294519552260502,6879,433,2416,4030,Sudan
585,Suriname,3.9193,-56.0278,31.87677495678736,1.60427807486631,187,3,9,175,Suriname
586,"Sweden, Blekinge",56.2784,15.017999999999999,214.9042015964312,2.0408163265306123,343,7,0,336,Sweden
587,"Sweden, Dalarna",61.0917,14.6664,476.4451358840975,11.005830903790088,1372,151,0,1221,Sweden
588,"Sweden, Gavleborg",61.3012,16.1534,590.1552637256335,6.9575471698113205,1696,118,0,1578,Sweden
589,"Sweden, Gotland",57.4684,18.4867,177.59608618436485,5.660377358490566,106,6,0,100,Sweden
590,"Sweden, Halland",56.8967,12.8034,305.52826435982837,5.882352941176472,1020,60,0,960,Sweden
591,"Sweden, Jamtland Harjedalen",63.1712,14.9592,658.9710266799175,4.524361948955916,862,39,0,823,Sweden
592,"Sweden, Jonkoping",57.3708,14.3439,587.7353898113031,7.1127749181095,2137,152,0,1985,Sweden
593,"Sweden, Kalmar",57.235,16.1849,186.19166741360627,8.971553610503284,457,41,0,416,Sweden
594,"Sweden, Kronoberg",56.7183,14.4115,483.94542088360987,8.615384615384615,975,84,0,891,Sweden
595,"Sweden, Norrbotten",66.8309,20.3992,227.91521553981917,9.824561403508772,570,56,0,514,Sweden
596,"Sweden, Orebro",59.535,15.0066,681.4192680566264,6.884930187770824,2077,143,0,1934,Sweden
597,"Sweden, Ostergotland",58.3454,15.5198,519.4470402474785,8.643507030603805,2418,209,0,2209,Sweden
598,"Sweden, Skane",55.9903,13.5958,159.52655884955078,9.326660600545953,2198,205,0,1993,Sweden
599,"Sweden, Sormland",59.0336,16.7519,567.3186798413659,13.803317535545025,1688,233,0,1455,Sweden
600,"Sweden, Stockholm",59.6025,18.1384,659.3380705158975,13.94117271741211,15673,2185,0,13488,Sweden
601,"Sweden, Uppsala",60.0092,17.2715,625.4674717822958,8.0,2400,192,0,2208,Sweden
602,"Sweden, Varmland",59.7294,13.2354,256.00713845630884,6.77731673582296,723,49,0,674,Sweden
603,"Sweden, Vasterbotten",65.3337,16.5162,207.18638678717582,5.3285968028419175,563,30,0,533,Sweden
604,"Sweden, Vasternorrland",63.4276,17.7292,395.76599673116027,9.783728115345003,971,95,0,876,Sweden
605,"Sweden, Vastmanland",59.6714,16.2159,610.1252514999366,9.03149138443256,1683,152,0,1531,Sweden
606,"Sweden, Vastra Gotaland",58.2528,13.0596,565.0447510575758,6.63453650533224,9752,647,0,9105,Sweden
607,Switzerland,46.8182,8.2275,358.91820990828245,6.238933779737952,31063,1938,28800,325,Switzerland
608,Syria,34.802075,38.99681500000001,0.9371076754432704,3.6585365853658534,164,6,68,90,Syria
609,Taiwan*,23.7,121.0,1.8600335267894164,1.580135440180587,443,7,431,5,Taiwan*
610,Tajikistan,38.861034,71.276093,51.39635142522648,0.999592003263974,4902,49,3158,1695,Tajikistan
611,Tanzania,-6.369028,34.888822,0.852107987092757,4.12573673870334,509,21,183,305,Tanzania
612,Thailand,15.870032,100.992541,4.482809435842516,1.8536273569830617,3129,58,2987,84,Thailand
613,Timor-Leste,-8.874217,125.727539,1.8203303596214317,0.0,24,0,24,0,Timor-Leste
614,Togo,8.6195,0.8248,6.341547025832564,2.4761904761904763,525,13,279,233,Togo
615,Trinidad and Tobago,10.6918,-61.2225,8.360182380594088,6.837606837606838,117,8,109,0,Trinidad and Tobago
616,Tunisia,33.886917,9.537499,9.24812021168634,4.4830741079597445,1093,49,995,49,Tunisia
617,Turkey,38.9637,35.2433,207.75425462081532,2.7268887899645016,175218,4778,149102,21338,Turkey
618,"US, Alabama",32.88428035358209,-86.71012237686571,699.2182416544686,2.8647029862906397,23710,769,0,22941,US
619,"US, Alaska",60.96219536722223,-145.35176280555555,63.48606734051495,1.8667442838523423,624,12,0,612,US
620,"US, Arizona",33.675903642,-111.46323212666667,801.3268532292534,3.9745378813083354,33039,1156,0,31883,US
621,"US, Arkansas",34.9302123831081,-92.43308954189189,441.31760747351854,1.5929240852533981,11547,176,0,11371,US
622,"US, California",37.778247709649115,-120.7286663122807,210.18309169543016,2.155065648729145,146659,4978,0,141681,US
623,"US, Colorado",38.90239628983332,-105.51943618666662,424.9642038916224,3.0323825079882014,28807,1582,0,27225,US
624,"US, Connecticut",41.61368014,-72.65682967875,914.4098288245619,7.82118726125157,44689,4159,0,40530,US
625,"US, Delaware",39.10927682333334,-75.53323745666665,1161.2855951821277,3.228710041265434,10173,414,0,9759,US
626,"US, Diamond Princess",,,,0.0,49,0,0,49,US
627,"US, District of Columbia",38.90417773,-77.01655992,1367.9084206991438,5.241350735446448,9654,506,0,9148,US
628,"US, Florida",28.94075487910448,-82.70074390925375,344.3387311728137,3.7856716415928804,70971,2877,0,68094,US
629,"US, Georgia",32.80853214484278,-83.57742992610066,619.612619358463,4.259077134118226,55783,2418,0,53365,US
630,"US, Grand Princess",,,,2.9126213592233015,103,3,0,100,US
631,"US, Guam",13.4443,144.7937,111.42977184297537,2.7322404371584703,183,5,0,178,US
632,"US, Hawaii",20.99064747,-157.41445579999998,47.3384115231208,1.466101694915254,706,17,0,689,US
633,"US, Idaho",44.2455295545946,-114.58288728378378,225.4406586339486,1.4403423493587542,3353,87,0,3266,US
634,"US, Illinois",39.845604837920796,-89.16546062168317,279.9153166456869,3.431557677853807,131198,6260,0,124938,US
635,"US, Indiana",39.83735316565217,-86.21856844913039,432.69551245273135,5.105412046643485,39146,2396,0,36750,US
636,"US, Iowa",42.02991002353537,-93.46551942343434,586.3270086093379,2.42004426929453,23350,644,0,22706,US
637,"US, Kansas",38.413820788043466,-97.8195662497826,364.83226396885624,2.1702650366772325,10973,243,0,10730,US
638,"US, Kentucky",37.61460527151261,-85.20954889075628,189.44408057691228,3.243534411802901,12166,497,0,11669,US
639,"US, Louisiana",31.092427383437492,-91.82418665609377,898.2899883207742,6.695161684668961,44995,2996,0,41999,US
640,"US, Maine",44.68768840625,-69.523768628125,115.48248132807296,3.9210940204918727,2721,100,0,2621,US
641,"US, Maryland",39.014920690416666,-76.67546760874998,661.6004586183725,5.229626660114552,60613,2900,0,57713,US
642,"US, Massachusetts",42.17639998153847,-71.57704993461539,1176.0721696165156,7.59703904217758,105059,7538,0,97521,US
643,"US, Michigan",44.01164928353657,-85.13130273939028,235.02539970999706,5.751119238637156,65672,5990,0,59682,US
644,"US, Minnesota",45.48644600329411,-94.47133968423526,390.48191701118714,3.350175709705859,29795,1305,0,28490,US
645,"US, Mississippi",32.79355882555555,-89.62932823901235,806.8115545904526,4.6387006299364675,19091,881,0,18210,US
646,"US, Missouri",38.456764881637945,-92.4994868846552,143.00633013385507,2.1396435350597716,15997,881,0,15116,US
647,"US, Montana",46.81118511272727,-110.69102515454544,74.84881294325406,2.278587622938552,573,18,0,555,US
648,"US, Nebraska",41.31246883414631,-98.88514892560973,548.3822938715012,2.6627101373086792,16522,215,0,16307,US
649,"US, Nevada",39.347973615624994,-117.55974313749998,162.08326647100213,2.3609748400590886,10704,461,0,10243,US
650,"US, New Hampshire",43.478972876,-71.57765670500001,207.52608417915476,2.8969658432569463,5251,315,0,4936,US
651,"US, New Jersey",40.286440910952386,-74.62244971476191,1603.5716998533944,7.449437903775978,166164,12489,0,153675,US
652,"US, New Mexico",34.5036842278125,-105.91639915312498,321.15063147041434,4.454136706344757,9526,420,0,9106,US
653,"US, New York",42.67159317862068,-75.57969394672415,649.298580273166,5.025259748778523,381714,30758,0,350956,US
654,"US, North Carolina",35.62420971000002,-79.50109873960002,375.5273083603764,2.7168896881641222,41417,1121,0,40296,US
655,"US, North Dakota",47.42272893282608,-100.08290302065218,154.09905686359684,2.1823126128879973,3016,74,0,2942,US
656,"US, Northern Mariana Islands",15.0979,145.6739,54.403017554040325,6.666666666666668,30,2,0,28,US
657,"US, Ohio",40.310669812954565,-82.83540800659091,294.73212157597845,5.391876226544102,40424,2510,0,37914,US
658,"US, Oklahoma",35.499976496081075,-97.14946544324326,221.22063813856118,4.538420936166051,7849,360,0,7489,US
659,"US, Oregon",44.459642409117635,-121.55694340882353,100.43432535819501,1.8325079361229526,5377,173,0,5204,US
660,"US, Pennsylvania",40.81807835477611,-77.61531783850747,334.93711986937296,5.408982787010042,82481,6162,0,76319,US
661,"US, Puerto Rico",18.2208,-66.5901,188.72246888261026,2.6372832369942203,5536,146,0,5390,US
662,"US, Recovered",,,,,0,0,547386,-621891,US
663,"US, Rhode Island",41.655142106,-71.464105098,751.4066808341338,7.424242424242425,15947,833,0,15114,US
664,"US, South Carolina",33.957472131086966,-80.9833996921739,393.4930470135863,3.545750678784097,17170,593,0,16577,US
665,"US, South Dakota",44.22515872896551,-99.03221703241377,357.83126088811946,0.5986102932432521,5742,74,0,5668,US
666,"US, Tennessee",35.88510221221052,-86.10872298863156,496.72795671761486,1.5588715632196966,29118,466,0,28652,US
667,"US, Texas",31.688332626118143,-98.48327895974678,250.486655255057,3.1224582224601867,84927,1956,0,82971,US
668,"US, Utah",40.014400114615384,-111.46087804615384,528.6048853722016,0.5919369605340667,13577,139,0,13438,US
669,"US, Vermont",44.159495798571434,-72.68438070571429,128.02589933599336,2.0813267163977685,1119,55,0,1064,US
670,"US, Virgin Islands",18.3358,-64.8963,67.12160196890032,8.333333333333334,72,6,0,66,US
671,"US, Virginia",37.56615032526316,-78.51371173503755,508.25778185818945,2.9972362753849655,53211,1534,0,51677,US
672,"US, Washington",47.23378642,-120.71922041538465,221.24911292489347,2.873792324366352,25171,1204,0,23967,US
673,"US, West Virginia",38.81169193981132,-80.6194920879245,109.64784086437703,2.7817226586551627,2249,88,0,2161,US
674,"US, Wisconsin",44.395143494861124,-89.79797998097222,165.5212291398774,4.793383536767486,22246,689,0,21557,US
675,"US, Wyoming",43.086885505217396,-107.15324220434782,166.73491895207533,0.24154589371980673,1027,18,0,1009,US
676,Uganda,1.373333,32.290275,1.499748584420979,0.0,686,0,161,525,Uganda
677,"Ukraine, Cherkasy Oblast",49.4444,32.0598,42.856515226497095,3.67504835589942,517,19,352,146,Ukraine
678,"Ukraine, Chernihiv Oblast",51.4982,31.2893,36.3909340836892,2.1857923497267757,366,8,81,277,Ukraine
679,"Ukraine, Chernivtsi Oblast",48.2917,25.9352,423.60793211658006,4.254763769250848,3831,163,1200,2468,Ukraine
680,"Ukraine, Crimea Republic*",45.2835,34.2008,25.23865684362118,1.4492753623188406,483,7,357,119,Ukraine
681,"Ukraine, Dnipropetrovsk Oblast",48.4647,35.0462,30.65669892533145,2.2380467955239065,983,22,702,259,Ukraine
682,"Ukraine, Donetsk Oblast",48.0159,37.8028,6.6972306831103285,2.150537634408602,279,6,122,151,Ukraine
683,"Ukraine, Ivano-Frankivsk Oblast",48.9226,24.7111,121.53632399588713,5.392450569203116,1669,90,1001,578,Ukraine
684,"Ukraine, Kharkiv Oblast",49.9935,36.2304,53.2964967083994,3.9971949509116413,1426,57,692,677,Ukraine
685,"Ukraine, Kherson Oblast",46.6354,32.6169,17.25068424501754,1.675977653631285,179,3,174,2,Ukraine
686,"Ukraine, Khmelnytskyi Oblast",49.423,26.9871,41.82793615902523,2.6465028355387523,529,14,387,128,Ukraine
687,"Ukraine, Kiev",50.4501,30.5234,127.62640639826486,2.2570366436537443,3766,85,1132,2549,Ukraine
688,"Ukraine, Kiev Oblast",50.053,30.7667,109.22316368202542,1.9678922837907822,1931,38,648,1245,Ukraine
689,"Ukraine, Kirovohrad Oblast",48.5079,32.2623,60.07092176079718,5.28169014084507,568,30,453,85,Ukraine
690,"Ukraine, Luhansk Oblast",48.574,39.3078,2.5094884221963323,0.0,54,0,45,9,Ukraine
691,"Ukraine, Lviv Oblast",49.8397,24.0297,100.15777029612364,3.5629453681710213,2526,90,598,1838,Ukraine
692,"Ukraine, Mykolaiv Oblast",46.975,31.9946,12.529633972119978,2.2151898734177213,316,7,206,103,Ukraine
693,"Ukraine, Odessa Oblast",46.4846,30.7326,44.74210900438094,1.6901408450704225,1065,18,422,625,Ukraine
694,"Ukraine, Poltava Oblast",49.5883,34.5514,19.779511995881293,4.693140794223827,277,13,256,8,Ukraine
695,"Ukraine, Rivne Oblast",50.6199,26.2516,192.77612306565013,2.061855670103093,2231,46,1194,991,Ukraine
696,"Ukraine, Sevastopol*",44.6054,33.522,40.3870842555803,1.675977653631285,179,3,151,25,Ukraine
697,"Ukraine, Sumy Oblast",50.9077,34.7981,18.86412099669138,2.4509803921568634,204,5,161,38,Ukraine
698,"Ukraine, Ternopil Oblast",49.5535,25.5948,131.18152291039402,1.8950437317784257,1372,26,1007,339,Ukraine
699,"Ukraine, Vinnytsia Oblast",49.2331,28.4682,84.40176006829043,1.5186028853454825,1317,20,832,465,Ukraine
700,"Ukraine, Volyn Oblast",50.7472,25.3254,126.81946818888665,3.046458492003046,1313,40,378,895,Ukraine
701,"Ukraine, Zakarpattia Oblast",48.6208,22.2879,119.82794425852282,2.523240371845949,1506,38,675,793,Ukraine
702,"Ukraine, Zaporizhia Oblast",47.8388,35.1396,30.190475520507245,2.9126213592233015,515,15,322,178,Ukraine
703,"Ukraine, Zhytomyr Oblast",50.2547,28.6587,83.01965344826597,1.6781836130306025,1013,17,527,469,Ukraine
704,United Arab Emirates,23.424076,53.847818,419.58869206503283,0.6915829297091496,41499,287,25946,15266,United Arab Emirates
705,"United Kingdom, Anguilla",18.2206,-63.0686,19.99733368884149,0.0,3,0,3,0,United Kingdom
706,"United Kingdom, Bermuda",32.3078,-64.7505,226.42236603343346,6.382978723404255,141,9,127,5,United Kingdom
707,"United Kingdom, British Virgin Islands",18.4207,-64.64,26.457651222012768,12.5,8,1,7,0,United Kingdom
708,"United Kingdom, Cayman Islands",19.3133,-81.2546,284.5404747413268,0.5347593582887701,187,1,115,71,United Kingdom
709,"United Kingdom, Channel Islands",49.3723,-2.3644,331.3802426993707,8.495575221238939,565,48,512,5,United Kingdom
710,"United Kingdom, England",52.3555,-1.1743,279.417334200353,23.699891311297232,156410,37069,0,119341,United Kingdom
711,"United Kingdom, Falkland Islands (Malvinas)",-51.7963,-59.5236,373.2414585127763,0.0,13,0,13,0,United Kingdom
712,"United Kingdom, Gibraltar",36.1408,-5.3536,522.3947048173103,0.0,176,0,172,4,United Kingdom
713,"United Kingdom, Isle of Man",54.2361,-4.5481,395.14535704205474,7.142857142857142,336,24,312,0,United Kingdom
714,"United Kingdom, Montserrat",16.742498,-62.187366,220.0440088017604,9.090909090909092,11,1,10,0,United Kingdom
715,"United Kingdom, Northern Ireland",54.7877,-6.4923,257.1215986394558,11.120297643654403,4838,538,0,4300,United Kingdom
716,"United Kingdom, Scotland",56.4907,-4.2026,287.5368367104131,15.526131516964798,15709,2439,0,13270,United Kingdom
717,"United Kingdom, Turks and Caicos Islands",21.69400000000001,-71.7979,30.99333643266697,8.333333333333334,12,1,11,0,United Kingdom
718,"United Kingdom, Unknown",,,,0.0,101335,0,0,101335,United Kingdom
719,"United Kingdom, Wales",52.1307,-3.7837,467.0235136685146,9.789875835721107,14658,1435,0,13223,United Kingdom
720,Uruguay,-32.5228,-55.7658,24.383032978699823,2.7154663518299884,847,23,780,44,Uruguay
721,Uzbekistan,41.377491,64.585262,14.547703994947716,0.390223865270076,4869,19,3758,1092,Uzbekistan
722,Venezuela,6.4238,-66.5897,10.12451037758797,0.798888502952414,2879,23,487,2369,Venezuela
723,Vietnam,14.058324,108.277199,0.3421048362703205,0.0,333,0,323,10,Vietnam
724,West Bank and Gaza,31.9522,35.2332,9.585573887720583,0.6134969325153374,489,3,414,72,West Bank and Gaza
725,Western Sahara,24.2155,-12.8858,1.5067048365225253,11.111111111111109,9,1,6,2,Western Sahara
726,Yemen,15.552727,48.516388,2.1189588884424477,21.99367088607595,632,139,28,465,Yemen
727,Zambia,-13.133897,27.849332,7.185613368526338,0.757002271006813,1321,10,1104,207,Zambia
728,Zimbabwe,-19.015438,29.154857,2.30775539703586,1.1661807580174928,343,4,51,288,Zimbabwe
